"Name","Score","Link","G2DScore","G3DScore"
"Radeon R7 M260","368","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M260&id=3030","120","497"
"GeForce GT 720M","368","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+720M&id=2529","119","461"
"Radeon HD 8550G + 8600/8700M Dual","367","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8550G+%2B+8600%2F8700M+Dual&id=2637","336","803"
"Radeon HD 7670M","367","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7670M&id=320","97","475"
"Radeon R5 420","366","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+420&id=3837","230","575"
"Qualcomm Adreno 680 GPU","365","https://www.videocardbenchmark.net/gpu.php?gpu=Qualcomm+Adreno+680+GPU&id=4344","89","754"
"GeForce 910M","364","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+910M&id=3285","128","601"
"GeForce GT 710","364","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+710&id=2910","212","630"
"Intel HD P4600","364","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+P4600&id=2601","963","605"
"Radeon R7 M365X","363","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M365X&id=3493","173","774"
"Radeon R7 PRO A12-8830B","363","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-8830B&id=3819","165","594"
"GeForce GT 630","362","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+630&id=1431","214","678"
"Radeon HD 8650D","362","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650D&id=2882","259","396"
"Radeon HD 8650G + 7670M Dual","361","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+%2B+7670M+Dual&id=2609","379","884"
"FirePro 3D V4800","360","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+3D+V4800&id=433","324","854"
"Radeon HD 6650M","359","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6650M&id=279","223","754"
"Radeon R8 M535DX","359","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R8+M535DX&id=3814","182","670"
"Radeon HD 7560D + 6570 Dual","358","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+6570+Dual&id=2221","476","833"
"GeForce GT 540M","357","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+540M&id=27","87","479"
"Radeon HD 8650G + 7600M Dual","356","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+%2B+7600M+Dual&id=2721","404","742"
"GeForce GT 440","355","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+440&id=1423","229","771"
"Radeon R7 M365X","355","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M365X&id=3493","173","774"
"Radeon R5 M315","355","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M315&id=3487","165","477"
"Radeon Athlon Silver 3050U","354","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Athlon+Silver+3050U&id=4711","216","686"
"Radeon HD 7520G + HD 8750M Dual","353","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+HD+8750M+Dual&id=3253","289","651"
"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G","353","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A10-8730B+R5%2C+10+COMPUTE+CORES+4C%2B6G&id=4305","150","625"
"Quadro K1000M","352","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1000M&id=1616","250","782"
"Intel HD Family","351","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+Family&id=37","193","460"
"FirePro V3900","351","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V3900&id=240","235","642"
"Radeon HD 8650G + 8500M Dual","350","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+%2B+8500M+Dual&id=2685","351","627"
"Radeon R5 M420","349","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M420&id=3585","154","487"
"Radeon HD 8670D","349","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D&id=2543","185","530"
"Radeon HD 5670","348","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5670&id=28","287","804"
"Radeon R5 M255","347","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M255&id=3041","135","534"
"Radeon HD 7660G + 7600M Dual","346","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+%2B+7600M+Dual&id=2233","341","832"
"Radeon HD 7670","346","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7670&id=319","330","814"
"Radeon R6","346","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R6&id=2899","138","618"
"Quadro K420","346","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K420&id=2992","280","746"
"NVS 4200M","344","https://www.videocardbenchmark.net/gpu.php?gpu=NVS+4200M&id=117","77","277"
"GeForce GT 640M LE","344","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+640M+LE&id=2135","172","695"
"Radeon R6 A10-8700P","343","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R6+A10-8700P&id=3615","136","537"
"Radeon HD 8550G + 8690M Dual","342","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8550G+%2B+8690M+Dual&id=2743","260","664"
"GeForce GT 520MX","342","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+520MX&id=2144","52","281"
"Radeon RX 550X","342","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+550X&id=4069","419","2250"
"Radeon HD 7570","341","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7570&id=90","260","617"
"Quadro K600","341","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K600&id=2449","275","743"
"GeForce 820A","341","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+820A&id=3210","158","556"
"Intel HD 4400","340","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+4400&id=2643","277","521"
"Radeon R6 PRO A10-8700B 4C+6G","338","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R6+PRO+A10-8700B+4C%2B6G&id=3626","146","538"
"Radeon HD 6570","338","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6570&id=54","218","556"
"Radeon R5 M230","336","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M230&id=3025","129","413"
"Radeon HD 8650G + 8670M Dual","336","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+%2B+8670M+Dual&id=2630","355","635"
"Intel HD 3000","335","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+3000&id=26","36","256"
"GeForce GT 635M","334","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+635M&id=2136","170","561"
"Radeon HD 8650G","334","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G&id=2530","139","526"
"Radeon HD 7660G N HD 7660G + HD 7670M Dual","333","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+N+HD+7660G+%2B+HD+7670M+Dual&id=2795","318","705"
"Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D","332","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+N+HD+7660G+%2B+HD+7600M+N+HD+7600M+D&id=2726","292","723"
"Radeon HD 7660D","331","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660D&id=315","178","503"
"Radeon Vega 3 3020e","331","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+3+3020e&id=4690","179","571"
"Radeon HD 8470D + HD 6450 Dual","331","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8470D+%2B+HD+6450+Dual&id=2939","590","863"
"Radeon HD 8650G N HD 8650G + HD 8570M Dual","330","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+N+HD+8650G+%2B+HD+8570M+Dual&id=2936","368","773"
"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G","329","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R6+PRO+A10-8700B+R6%2C+10+Compute+Cores+4C%2B6G&id=4280","135","540"
"Radeon R5 M240","329","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M240&id=3060","159","450"
"Intel HD 510","328","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+510&id=3347","163","626"
"FirePro 3D V3800","327","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+3D+V3800&id=431","507","472"
"Radeon HD 7600M + 7600M Dual","327","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600M+%2B+7600M+Dual&id=2234","317","773"
"Radeon HD 8650G + 8570M Dual","327","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+%2B+8570M+Dual&id=2711","282","654"
"Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D","326","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+N+HD+7640G+%2B+HD+7600M+N+HD+7600M+D&id=2700","262","824"
"Radeon HD 7640G + HD 7670M Dual","326","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+7670M+Dual&id=2925","97","519"
"Radeon HD 7560D + 6450 Dual","326","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+6450+Dual&id=2362","490","569"
"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G","325","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-8570E+R5%2C+6+COMPUTE+CORES+2C%2B4G&id=4339","192","690"
"GeForce GT 630M","325","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+630M&id=77","151","540"
"Intel HD P4000","324","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+P4000&id=963","636","516"
"Radeon HD 7550M/7650M","324","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7550M%2F7650M&id=304","524","729"
"GRID M10-1B","323","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M10-1B&id=3766","417","2310"
"Radeon HD 7660G + 7670M Dual","323","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+%2B+7670M+Dual&id=318","347","743"
"Radeon HD 7660G + 7400M Dual","322","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+%2B+7400M+Dual&id=2367","326","588"
"Radeon HD 7660G + 7610M Dual","322","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+%2B+7610M+Dual&id=2335","323","746"
"Radeon HD 8610G + HD 8670M Dual","321","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8610G+%2B+HD+8670M+Dual&id=2773","282","578"
"GeForce GT 710M","321","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+710M&id=2744","117","446"
"Radeon R5 M320","321","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M320&id=3313","139","444"
"GeForce GT 555M","321","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+555M&id=1428","111","655"
"NVS 510","321","https://www.videocardbenchmark.net/gpu.php?gpu=NVS+510&id=2228","290","699"
"Radeon HD 8550G + HD 8600M Dual","320","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8550G+%2B+HD+8600M+Dual&id=3079","322","594"
"Radeon HD 7620G + 8600M Dual","320","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7620G+%2B+8600M+Dual&id=2728","294","509"
"Radeon R7 A360","320","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A360&id=3248","223","608"
"Radeon HD 8610G + 8670M Dual","320","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8610G+%2B+8670M+Dual&id=2778","356","600"
"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G","319","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A8-9600B+R5%2C+10+COMPUTE+CORES+4C%2B6G&id=4346","161","562"
"Radeon HD 7640G + HD 8500M Dual","319","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+8500M+Dual&id=2907","305","607"
"Radeon HD 7620G + HD 8670M Dual","319","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7620G+%2B+HD+8670M+Dual&id=2824","267","507"
"Radeon Vega 3 Athlon Silver 3050e","318","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+3+Athlon+Silver+3050e&id=4701","171","508"
"GeForce 710A","318","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+710A&id=2622","202","475"
"Radeon HD 8550D","318","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8550D&id=2828","226","567"
"Radeon HD 7660G","317","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G&id=316","131","472"
"SUMO 9640","317","https://www.videocardbenchmark.net/gpu.php?gpu=SUMO+9640&id=1919","398","650"
"Radeon HD 7660G + HD 7500/7600 7500/7600 Dual","317","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+%2B+HD+7500%2F7600+7500%2F7600+Dual&id=2861","347","1002"
"GeForce 710M","317","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+710M&id=2399","125","460"
"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G","317","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R6+PRO+A8-8600B+R6%2C+10+Compute+Cores+4C%2B6G&id=4303","153","590"
"Radeon HD 8650G + 8600M Dual","317","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+%2B+8600M+Dual&id=2696","370","613"
"Radeon R1E","316","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R1E&id=3701","179","301"
"GeForce GT 720A","314","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+720A&id=2890","212","574"
"Radeon HD 7650A","314","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7650A&id=332","287","571"
"Radeon HD 8610G + 8600M Dual","314","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8610G+%2B+8600M+Dual&id=2723","320","589"
"Mobility Radeon HD 5000","314","https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5000&id=2153","429","773"
"Radeon HD 8650G + HD 8570M Dual","313","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+%2B+HD+8570M+Dual&id=2955","317","716"
"Radeon HD 7550M","312","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7550M&id=303","403","465"
"Radeon HD 8610G + 8500M Dual","312","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8610G+%2B+8500M+Dual&id=2585","298","610"
"GeForce GT 820M","311","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+820M&id=3586","148","568"
"GeForce GT 530","310","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+530&id=1426","221","664"
"Radeon HD 8500M","310","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8500M&id=3012","115","420"
"Radeon HD 8570D + HD 7000 Dual","307","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570D+%2B+HD+7000+Dual&id=3222","465","753"
"Radeon HD 7650M","307","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7650M&id=314","62","442"
"NVS 5200M","306","https://www.videocardbenchmark.net/gpu.php?gpu=NVS+5200M&id=2158","188","512"
"Intel UHD Graphics 610","304","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+610&id=3910","176","716"
"Quadro 600","304","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+600&id=91","230","534"
"Radeon HD 8570D + R5 235 Dual","302","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570D+%2B+R5+235+Dual&id=3380","470","471"
"Radeon R7 M350","302","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M350&id=3567","216","1093"
"Radeon 3020e","301","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+3020e&id=4684","154","460"
"Radeon HD 7660G + 8600M Dual","301","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+%2B+8600M+Dual&id=2837","360","446"
"Radeon HD 7660G + 7470M Dual","300","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+%2B+7470M+Dual&id=317","351","631"
"Radeon HD 7660D + R5 235 Dual","300","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660D+%2B+R5+235+Dual&id=3687","386","524"
"Radeon HD 7660G + HD 8500M Dual","299","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+%2B+HD+8500M+Dual&id=2943","355","758"
"Radeon Vega 2","299","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+2&id=4260","244","506"
"GeForce GT 430","297","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+430&id=53","199","601"
"Radeon HD 7640G + 7600M Dual","296","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7600M+Dual&id=312","294","706"
"Radeon R5 235 + HD 7560D Dual","296","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+235+%2B+HD+7560D+Dual&id=2871","441","744"
"Intel UHD Graphics 615","296","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+615&id=4006","185","740"
"Radeon HD 7660D + 7470 Dual","296","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660D+%2B+7470+Dual&id=2266","491","466"
"GeForce GT 525M","294","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+525M&id=89","93","460"
"Intel HD 615","294","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+615&id=3593","186","712"
"Radeon HD 6550A","293","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6550A&id=273","609","708"
"Radeon HD 8550G + 8500M Dual","292","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8550G+%2B+8500M+Dual&id=2662","304","603"
"Radeon HD 8470D + 6450 Dual","289","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8470D+%2B+6450+Dual&id=2648","558","717"
"Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G","289","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-9500B+R5%2C+6+COMPUTE+CORES+2C%2B4G&id=4326","120","408"
"Radeon HD 8610G","289","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8610G&id=2568","119","426"
"Radeon HD 8470D","286","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8470D&id=2565","145","365"
"Radeon HD 8510G + 8500M Dual","286","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8510G+%2B+8500M+Dual&id=2577","260","596"
"Matrox G200eW3 WDDM 2.0","284","https://www.videocardbenchmark.net/gpu.php?gpu=Matrox+G200eW3+WDDM+2.0&id=3847","242","90"
"Radeon HD 7660G + HD 7600M Dual","284","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+%2B+HD+7600M+Dual&id=2864","89","523"
"Radeon HD 8650G + HD 8600M Dual","284","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+%2B+HD+8600M+Dual&id=2956","378","606"
"Intel HD 515","283","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+515&id=3341","190","633"
"Quadro 1000M","283","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+1000M&id=87","193","570"
"GeForce GT 620M","283","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+620M&id=1430","125","434"
"FirePro V3800","283","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V3800&id=3518","179","321"
"Radeon HD 8550G + 8570M Dual","283","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8550G+%2B+8570M+Dual&id=2614","307","533"
"GeForce GT 550M","282","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+550M&id=1427","119","573"
"Radeon HD 7650M","280","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7650M&id=314","62","442"
"Intel HD 610","280","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+610&id=3647","156","690"
"Radeon HD 7640G + HD 7600M Dual","279","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+7600M+Dual&id=2990","277","704"
"Radeon HD 7670M","278","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7670M&id=320","97","475"
"GRID K140Q","277","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+K140Q&id=2911","457","728"
"Quadro 410","277","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+410&id=2291","220","438"
"Radeon HD 7560D + R5 235 Dual","275","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+R5+235+Dual&id=3267","397","563"
"Intel HD 3000","274","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+3000&id=26","36","256"
"Radeon HD 5570","273","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5570&id=80","193","479"
"Radeon 6600M","273","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+6600M&id=124","164","524"
"Radeon HD 6550D","272","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6550D&id=274","131","401"
"Intel HD 4000","267","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+4000&id=2","191","345"
"Radeon HD 7640G + 7670M Dual","266","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7670M+Dual&id=313","294","645"
"Radeon HD 7570M","264","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7570M&id=307","190","428"
"Radeon HD 7610M","264","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7610M&id=308","479","632"
"Radeon HD 7500G + 7550M Dual","264","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7500G+%2B+7550M+Dual&id=2491","263","497"
"FirePro M2000","263","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M2000&id=2268","207","425"
"Mobility Radeon HD 5730","263","https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5730&id=149","149","501"
"GeForce 615","263","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+615&id=2361","312","546"
"Quadro 500M","263","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+500M&id=2518","365","571"
"GeForce GT 435M","261","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+435M&id=86","178","528"
"Intel HD 5300","261","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+5300&id=2921","181","394"
"Radeon HD 7640G + 7650M Dual","259","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7650M+Dual&id=2786","188","747"
"Radeon HD 7640G + 8670M Dual","259","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+8670M+Dual&id=2797","316","558"
"Radeon HD 8550G + 8670M Dual","259","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8550G+%2B+8670M+Dual&id=2610","334","579"
"Mobility Radeon HD 5570","259","https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5570&id=519","245","528"
"Radeon HD 8570D","259","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570D&id=2553","161","443"
"SUMO 964A","257","https://www.videocardbenchmark.net/gpu.php?gpu=SUMO+964A&id=1922","403","498"
"Radeon R5 235X","257","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+235X&id=3080","202","277"
"Radeon HD 7640G + 7500M/7600M Dual","256","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7500M%2F7600M+Dual&id=2211","317","776"
"Radeon HD 7640G + 8500M Dual","255","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+8500M+Dual&id=2809","308","586"
"Radeon HD 7640G N HD 7640G + HD 7670M Dual","255","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+N+HD+7640G+%2B+HD+7670M+Dual&id=2735","305","680"
"Radeon HD 7670M + 7670M Dual","254","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7670M+%2B+7670M+Dual&id=2277","294","738"
"Radeon HD 8570D + HD 8470 Dual","254","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570D+%2B+HD+8470+Dual&id=3624","416","338"
"Radeon HD 7640G + 7690M Dual","254","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7690M+Dual&id=2757","325","946"
"Mobile Intel HD","253","https://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+HD&id=1088","124","236"
"Radeon HD 7640G + 7450M Dual","252","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7450M+Dual&id=2913","353","754"
"Radeon HD 7640G + 7700M Dual","251","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7700M+Dual&id=2730","324","691"
"Radeon HD 7600G + HD Dual","250","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600G+%2B+HD+Dual&id=2780","158","435"
"GeForce 610M","250","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+610M&id=2125","111","292"
"Radeon HD 7640G + 8750M Dual","250","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+8750M+Dual&id=2733","305","655"
"Radeon HD 7560D + HD 7000 Dual","249","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+HD+7000+Dual&id=2891","423","534"
"Radeon HD 8510G","248","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8510G&id=2615","102","356"
"IncrediblE HD 4600","248","https://www.videocardbenchmark.net/gpu.php?gpu=IncrediblE+HD+4600&id=4017","735","750"
"Radeon HD 7500G + 7500M/7600M Dual","246","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7500G+%2B+7500M%2F7600M+Dual&id=2660","308","617"
"7900 MOD - Radeon HD 6520G","246","https://www.videocardbenchmark.net/gpu.php?gpu=7900+MOD+-+Radeon+HD+6520G&id=2314","323","610"
"Radeon HD 7640G + 8570M Dual","245","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+8570M+Dual&id=2763","274","558"
"Radeon HD 7560D","245","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D&id=305","166","457"
"Intel Skylake HD DT GT2","244","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Skylake+HD+DT+GT2&id=3135","402","577"
"Radeon HD 7640G + 7500/7600 Dual","244","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7500%2F7600+Dual&id=2566","293","627"
"Radeon HD 7620G","242","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7620G&id=309","112","364"
"Radeon HD 8550G + 8600M Dual","241","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8550G+%2B+8600M+Dual&id=2628","321","618"
